incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,cad_number,report_type_code,report_type_description,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,cnn,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude,incident_datetime_parsed,incident_year_rx,incident_month_rx,incident_year_month_rx,incident_year_month_date_rx
2024-07-04T21:00:00Z,2024-07-04T00:00:00Z,21:00:00,2024,Thursday,2024-07-06T12:30:00Z,141605106224,1416051,246102652,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,DAVIS ST \ WASHINGTON ST,30056000,Central,Financial District/South Beach,3,3,37.79618453979492,-122.39815521240234,2024-07-04T21:00:00Z,2024,Jul,2024-Jul,2024-07-01
2024-07-02T19:00:00Z,2024-07-02T00:00:00Z,19:00:00,2024,Tuesday,2024-07-03T12:58:00Z,141587106244,1415871,246102470,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,LEAVENWORTH ST \ WASHINGTON ST,25263000,Central,Nob Hill,3,3,37.79389190673828,-122.41629028320312,2024-07-02T19:00:00Z,2024,Jul,2024-Jul,2024-07-01
2024-07-07T16:30:00Z,2024-07-07T00:00:00Z,16:30:00,2024,Sunday,2024-07-07T17:34:00Z,141603606244,1416036,246102765,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,GREEN ST \ THE EMBARCADERO,34014000,Central,Financial District/South Beach,3,3,37.80089569091797,-122.39913177490234,2024-07-07T16:30:00Z,2024,Jul,2024-Jul,2024-07-01
2024-08-15T23:30:00Z,2024-08-15T00:00:00Z,23:30:00,2024,Thursday,2024-08-18T13:21:00Z,141596506244,1415965,240517338,242311481,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,FRANKLIN ST \ WILLOW ST,25188000,Northern,Western Addition,2,5,37.78314971923828,-122.4225616455078,2024-08-15T23:30:00Z,2024,Aug,2024-Aug,2024-08-01
2024-07-07T17:06:00Z,2024-07-07T00:00:00Z,17:06:00,2024,Sunday,2024-07-07T21:20:00Z,141602006244,1416020,246102812,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,BAY ST \ MASON ST,25473000,Central,North Beach,3,3,37.80561828613281,-122.41360473632812,2024-07-07T17:06:00Z,2024,Jul,2024-Jul,2024-07-01
2024-07-05T16:17:00Z,2024-07-05T00:00:00Z,16:17:00,2024,Friday,2024-07-05T18:30:00Z,141587006244,1415870,246102577,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,BAY ST \ KEARNY ST,25384000,Central,North Beach,3,3,37.806427001953125,-122.40714263916016,2024-07-05T16:17:00Z,2024,Jul,2024-Jul,2024-07-01
2024-08-17T01:02:00Z,2024-08-17T00:00:00Z,01:02:00,2024,Saturday,2024-08-17T01:22:00Z,141598606224,1415986,246101717,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,EDDY ST \ STEINER ST,26049000,Park,Western Addition,5,5,37.78121948242188,-122.43397521972656,2024-08-17T01:02:00Z,2024,Aug,2024-Aug,2024-08-01
2024-08-18T00:40:00Z,2024-08-18T00:00:00Z,00:40:00,2024,Sunday,2024-08-18T00:56:00Z,141577006243,1415770,240516556,242310121,II,Initial,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,FISHER ALY \ POWELL ST,25063000,Central,Chinatown,3,3,37.79692077636719,-122.41016387939452,2024-08-18T00:40:00Z,2024,Aug,2024-Aug,2024-08-01
2024-07-12T08:45:00Z,2024-07-12T00:00:00Z,08:45:00,2024,Friday,2024-07-12T10:29:00Z,141600406244,1416004,246103111,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,POST ST \ STOCKTON ST,24908000,Central,Financial District/South Beach,3,3,37.78849792480469,-122.40676879882812,2024-07-12T08:45:00Z,2024,Jul,2024-Jul,2024-07-01
2024-07-06T11:00:00Z,2024-07-06T00:00:00Z,11:00:00,2024,Saturday,2024-07-06T13:19:00Z,141587206244,1415872,246102668,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,BAY ST \ MASON ST,25473000,Central,North Beach,3,3,37.80561828613281,-122.41360473632812,2024-07-06T11:00:00Z,2024,Jul,2024-Jul,2024-07-01
2024-07-06T21:30:00Z,2024-07-06T00:00:00Z,21:30:00,2024,Saturday,2024-07-07T13:35:00Z,141601006244,1416010,246102721,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,BAY ST \ LARKIN ST,25583000,Central,Russian Hill,2,2,37.8045654296875,-122.42181396484376,2024-07-06T21:30:00Z,2024,Jul,2024-Jul,2024-07-01
2024-07-05T19:00:00Z,2024-07-05T00:00:00Z,19:00:00,2024,Friday,2024-07-10T11:12:00Z,141603806244,1416038,246102975,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,BAY ST \ KEARNY ST,25384000,Central,North Beach,3,3,37.806427001953125,-122.40714263916016,2024-07-05T19:00:00Z,2024,Jul,2024-Jul,2024-07-01
2024-08-15T16:00:00Z,2024-08-15T00:00:00Z,16:00:00,2024,Thursday,2024-08-15T16:40:00Z,141586606224,1415866,246101701,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,ANZA ST \ COLLINS ST,26467000,Park,Lone Mountain/USF,1,1,37.7807502746582,-122.44981384277344,2024-08-15T16:00:00Z,2024,Aug,2024-Aug,2024-08-01
2024-07-07T21:00:00Z,2024-07-07T00:00:00Z,21:00:00,2024,Sunday,2024-07-08T10:12:00Z,141582606224,1415826,246102834,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,POST ST \ SCOTT ST,26622000,Central,Japantown,5,5,37.78453063964844,-122.43801879882812,2024-07-07T21:00:00Z,2024,Jul,2024-Jul,2024-07-01
2024-08-18T00:01:00Z,2024-08-18T00:00:00Z,00:01:00,2024,Sunday,2024-08-18T08:01:00Z,141593606244,1415936,240516948,242310685,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,08TH ST \ STEVENSON ST,24327000,Tenderloin,South of Market,6,6,37.77824020385742,-122.41414642333984,2024-08-18T00:01:00Z,2024,Aug,2024-Aug,2024-08-01
2024-07-07T16:24:00Z,2024-07-07T00:00:00Z,16:24:00,2024,Sunday,2024-07-07T17:58:00Z,141587306244,1415873,246102771,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,FRANCISCO ST \ KEARNY ST,25385000,Central,North Beach,3,3,37.80549621582031,-122.4069595336914,2024-07-07T16:24:00Z,2024,Jul,2024-Jul,2024-07-01
2024-07-04T23:00:00Z,2024-07-04T00:00:00Z,23:00:00,2024,Thursday,2024-07-05T14:16:00Z,141604506224,1416045,246102561,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,FILBERT ST \ JONES ST,25493000,Central,Russian Hill,3,2,37.8005485534668,-122.41594696044922,2024-07-04T23:00:00Z,2024,Jul,2024-Jul,2024-07-01
2024-07-11T12:00:00Z,2024-07-11T00:00:00Z,12:00:00,2024,Thursday,2024-07-11T21:24:00Z,141605606244,1416056,246103086,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,GEARY ST \ HYDE ST,25166000,Central,Tenderloin,3,6,37.78631210327149,-122.41645050048828,2024-07-11T12:00:00Z,2024,Jul,2024-Jul,2024-07-01
2024-11-14T13:35:00Z,2024-11-14T00:00:00Z,13:35:00,2024,Thursday,2024-11-14T14:45:00Z,144105606244,1441056,246148377,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,BUSH ST \ OCTAVIA ST,26521000,Northern,Pacific Heights,2,5,37.78786087036133,-122.42686462402344,2024-11-14T13:35:00Z,2024,Nov,2024-Nov,2024-11-01
2024-11-16T22:36:00Z,2024-11-16T00:00:00Z,22:36:00,2024,Saturday,2024-11-16T22:56:00Z,144105006244,1441050,246148537,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,AUSTIN ST \ FRANK NORRIS ST \ POLK ST,25211000,Northern,Nob Hill,3,3,37.78916549682617,-122.42040252685548,2024-11-16T22:36:00Z,2024,Nov,2024-Nov,2024-11-01
2024-11-17T03:30:00Z,2024-11-17T00:00:00Z,03:30:00,2024,Sunday,2024-11-17T14:52:00Z,144096506244,1440965,246148797,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,43RD AVE \ JUDAH ST,27800000,Taraval,Sunset/Parkside,4,4,37.76056671142578,-122.50271606445312,2024-11-17T03:30:00Z,2024,Nov,2024-Nov,2024-11-01
2024-11-15T22:30:00Z,2024-11-15T00:00:00Z,22:30:00,2024,Friday,2024-11-17T08:51:00Z,144106406224,1441064,246148559,NA,IS,Coplogic Supplement,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,DUBOCE AVE \ PEARL ST,25849000,Mission,Mission,9,8,37.769779205322266,-122.42382049560548,2024-11-15T22:30:00Z,2024,Nov,2024-Nov,2024-11-01
2024-11-13T15:00:00Z,2024-11-13T00:00:00Z,15:00:00,2024,Wednesday,2024-11-17T09:51:00Z,144097006244,1440970,246148333,NA,IS,Coplogic Supplement,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,GOUGH ST \ GROVE ST,25939000,Northern,Hayes Valley,5,5,37.77781677246094,-122.42316436767578,2024-11-13T15:00:00Z,2024,Nov,2024-Nov,2024-11-01
2024-11-18T16:00:00Z,2024-11-18T00:00:00Z,16:00:00,2024,Monday,2024-11-18T19:17:00Z,144112606243,1441126,240720484,243232784,II,Initial,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,32ND AVE \ CLEMENT ST,27855000,Richmond,Outer Richmond,1,1,37.78167724609375,-122.49237823486328,2024-11-18T16:00:00Z,2024,Nov,2024-Nov,2024-11-01
2024-11-18T12:00:00Z,2024-11-18T00:00:00Z,12:00:00,2024,Monday,2024-11-18T19:38:00Z,144113306224,1441133,240720531,243232841,II,Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,17TH ST \ MISSION ST,24165000,Mission,Mission,9,9,37.763427734375,-122.41950988769533,2024-11-18T12:00:00Z,2024,Nov,2024-Nov,2024-11-01
2024-11-11T12:00:00Z,2024-11-11T00:00:00Z,12:00:00,2024,Monday,2024-11-14T10:18:00Z,144106306244,1441063,246147012,NA,IS,Coplogic Supplement,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,FILLMORE ST \ LOMBARD ST,26751000,Northern,Marina,2,2,37.799842834472656,-122.43604278564452,2024-11-11T12:00:00Z,2024,Nov,2024-Nov,2024-11-01
2024-11-15T22:30:00Z,2024-11-15T00:00:00Z,22:30:00,2024,Friday,2024-11-17T12:10:00Z,144096906244,1440969,246148559,NA,IS,Coplogic Supplement,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,DUBOCE AVE \ PEARL ST,25849000,Mission,Mission,9,8,37.769779205322266,-122.42382049560548,2024-11-15T22:30:00Z,2024,Nov,2024-Nov,2024-11-01
2024-11-14T15:45:00Z,2024-11-14T00:00:00Z,15:45:00,2024,Thursday,2024-11-14T21:41:00Z,144096106244,1440961,246148418,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,GEARY BLVD \ GEARY ST \ VAN NESS AVE,25197000,Northern,Western Addition,3,5,37.78568649291992,-122.42139434814452,2024-11-14T15:45:00Z,2024,Nov,2024-Nov,2024-11-01
2024-09-15T14:00:00Z,2024-09-15T00:00:00Z,14:00:00,2024,Sunday,2024-09-16T15:41:00Z,142517206224,1425172,246121000,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,BUSH ST \ POLK ST,25210000,Northern,Nob Hill,3,3,37.788700103759766,-122.42030334472656,2024-09-15T14:00:00Z,2024,Sep,2024-Sep,2024-09-01
2024-06-23T11:00:00Z,2024-06-23T00:00:00Z,11:00:00,2024,Sunday,2024-09-15T15:42:00Z,142529706244,1425297,246094178,NA,IS,Coplogic Supplement,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,MASONIC AVE \ OAK ST,26345000,Park,Golden Gate Park,5,5,37.77207946777344,-122.44571685791016,2024-06-23T11:00:00Z,2024,Jun,2024-Jun,2024-06-01
2024-09-10T18:00:00Z,2024-09-10T00:00:00Z,18:00:00,2024,Tuesday,2024-09-11T20:06:00Z,142516706244,1425167,246121179,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,OCTAVIA ST \ WALLER ST,25858000,Park,Hayes Valley,8,5,37.77199935913086,-122.4237289428711,2024-09-10T18:00:00Z,2024,Sep,2024-Sep,2024-09-01
2024-09-10T00:00:00Z,2024-09-10T00:00:00Z,00:00:00,2024,Tuesday,2024-09-11T19:30:00Z,142517306244,1425173,246121157,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,BUCHANAN ST \ WALLER ST,25890000,Park,Hayes Valley,5,5,37.77159118652344,-122.42697143554688,2024-09-10T00:00:00Z,2024,Sep,2024-Sep,2024-09-01
2024-09-18T21:00:00Z,2024-09-18T00:00:00Z,21:00:00,2024,Wednesday,2024-09-19T09:10:00Z,142520306244,1425203,240589218,242630692,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,16TH AVE \ LINCOLN WAY,27361000,Taraval,Inner Sunset,7,5,37.76559448242188,-122.47404479980467,2024-09-18T21:00:00Z,2024,Sep,2024-Sep,2024-09-01
2024-09-19T03:19:00Z,2024-09-19T00:00:00Z,03:19:00,2024,Thursday,2024-09-19T20:29:00Z,142537706244,1425377,240590704,242632709,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,AVALON AVE \ EDINBURGH ST,21678000,Ingleside,Excelsior,11,11,37.72590255737305,-122.42848205566406,2024-09-19T03:19:00Z,2024,Sep,2024-Sep,2024-09-01
2024-09-18T18:00:00Z,2024-09-18T00:00:00Z,18:00:00,2024,Wednesday,2024-09-19T10:25:00Z,142520906241,1425209,240589337,242631135,II,Initial,06241,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, <$50",Open or Active,AUSTIN ST \ GOUGH ST,26506000,Northern,Western Addition,5,5,37.788536071777344,-122.42533111572266,2024-09-18T18:00:00Z,2024,Sep,2024-Sep,2024-09-01
2024-09-11T00:00:00Z,2024-09-11T00:00:00Z,00:00:00,2024,Wednesday,2024-09-17T13:53:00Z,142515906244,1425159,246121066,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,HAIGHT ST \ LAGUNA ST,25867000,Northern,Hayes Valley,5,5,37.772735595703125,-122.4255142211914,2024-09-11T00:00:00Z,2024,Sep,2024-Sep,2024-09-01
2024-09-18T16:20:00Z,2024-09-18T00:00:00Z,16:20:00,2024,Wednesday,2024-09-19T08:34:00Z,142519106244,1425191,240589064,242630783,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,POST ST \ STOCKTON ST,24908000,Central,Financial District/South Beach,3,3,37.78849792480469,-122.40676879882812,2024-09-18T16:20:00Z,2024,Sep,2024-Sep,2024-09-01
2024-09-19T03:30:00Z,2024-09-19T00:00:00Z,03:30:00,2024,Thursday,2024-09-19T10:54:00Z,142522706243,1425227,240589456,242630666,II,Initial,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,GROVE ST \ LAGUNA ST,25934000,Northern,Hayes Valley,5,5,37.77738952636719,-122.42645263671876,2024-09-19T03:30:00Z,2024,Sep,2024-Sep,2024-09-01
2024-09-18T13:00:00Z,2024-09-18T00:00:00Z,13:00:00,2024,Wednesday,2024-09-19T10:27:00Z,142524206242,1425242,240589393,242631052,II,Initial,06242,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $50-$200",Open or Active,FLOOD AVE \ RIDGEWOOD AVE,22248000,Ingleside,West of Twin Peaks,7,7,37.72983551025391,-122.4533920288086,2024-09-18T13:00:00Z,2024,Sep,2024-Sep,2024-09-01
2024-07-14T08:20:00Z,2024-07-14T00:00:00Z,08:20:00,2024,Sunday,2024-07-14T13:54:00Z,141617806244,1416178,246103616,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,CHESTNUT ST \ MONTGOMERY ST,24875000,Central,North Beach,3,3,37.80476379394531,-122.4051742553711,2024-07-14T08:20:00Z,2024,Jul,2024-Jul,2024-07-01
2024-08-16T20:00:00Z,2024-08-16T00:00:00Z,20:00:00,2024,Friday,2024-08-17T09:14:00Z,141621806244,1416218,246103321,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,GOUGH ST \ POST ST,26501000,Northern,Japantown,2,2,37.78619766235352,-122.42485809326172,2024-08-16T20:00:00Z,2024,Aug,2024-Aug,2024-08-01
2024-08-15T17:00:00Z,2024-08-15T00:00:00Z,17:00:00,2024,Thursday,2024-08-16T09:46:00Z,141637106244,1416371,246103161,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,CLIPPER ST \ DOUGLASS ST,22316000,Mission,Noe Valley,8,8,37.74866485595703,-122.43824768066406,2024-08-15T17:00:00Z,2024,Aug,2024-Aug,2024-08-01
2024-07-14T09:30:00Z,2024-07-14T00:00:00Z,09:30:00,2024,Sunday,2024-07-14T16:32:00Z,141636206244,1416362,246103622,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,GREEN ST \ THE EMBARCADERO,34014000,Central,Financial District/South Beach,3,3,37.80089569091797,-122.39913177490234,2024-07-14T09:30:00Z,2024,Jul,2024-Jul,2024-07-01
2024-07-15T12:33:00Z,2024-07-15T00:00:00Z,12:33:00,2024,Monday,2024-07-15T18:54:00Z,141620206244,1416202,246103707,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,KEARNY ST \ SACRAMENTO ST,24733000,Central,Chinatown,3,3,37.79356384277344,-122.40460968017578,2024-07-15T12:33:00Z,2024,Jul,2024-Jul,2024-07-01
2024-07-16T11:00:00Z,2024-07-16T00:00:00Z,11:00:00,2024,Tuesday,2024-07-16T11:42:00Z,141636706244,1416367,246103923,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,BAY ST \ POWELL ST,25461000,Central,North Beach,3,3,37.80582427978516,-122.41194915771484,2024-07-16T11:00:00Z,2024,Jul,2024-Jul,2024-07-01
2024-08-19T11:00:00Z,2024-08-19T00:00:00Z,11:00:00,2024,Monday,2024-08-19T17:50:00Z,141642606244,1416426,240520212,242322627,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,JACKSON ST \ KEARNY ST,24778000,Central,Chinatown,3,3,37.79621124267578,-122.40514373779295,2024-08-19T11:00:00Z,2024,Aug,2024-Aug,2024-08-01
2024-08-18T20:20:00Z,2024-08-18T00:00:00Z,20:20:00,2024,Sunday,2024-08-18T22:18:00Z,141613706241,1416137,240518289,242312958,II,Initial,06241,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, <$50",Open or Active,PARKRIDGE DR \ VISTA LN,32974000,Park,Twin Peaks,8,8,37.752349853515625,-122.44598388671876,2024-08-18T20:20:00Z,2024,Aug,2024-Aug,2024-08-01
2024-07-17T14:30:00Z,2024-07-17T00:00:00Z,14:30:00,2024,Wednesday,2024-07-17T19:58:00Z,141617906244,1416179,246103785,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,BAY ST \ THE EMBARCADERO,24881000,Central,North Beach,3,3,37.80667495727539,-122.4056625366211,2024-07-17T14:30:00Z,2024,Jul,2024-Jul,2024-07-01
2024-07-06T12:40:00Z,2024-07-06T00:00:00Z,12:40:00,2024,Saturday,2024-07-08T16:55:00Z,141637706244,1416377,246102862,NA,IS,Coplogic Supplement,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,THE EMBARCADERO \ WASHINGTON ST,24572000,Central,Financial District/South Beach,3,3,37.79668426513672,-122.3954086303711,2024-07-06T12:40:00Z,2024,Jul,2024-Jul,2024-07-01
2024-07-14T21:30:00Z,2024-07-14T00:00:00Z,21:30:00,2024,Sunday,2024-07-15T00:08:00Z,141634706244,1416347,246103666,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,MARKET ST \ SPEAR ST,30726000,Central,Financial District/South Beach,6,6,37.79375457763672,-122.39558410644533,2024-07-14T21:30:00Z,2024,Jul,2024-Jul,2024-07-01
2024-08-16T20:00:00Z,2024-08-16T00:00:00Z,20:00:00,2024,Friday,2024-08-17T16:25:00Z,141622606244,1416226,246103393,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,BURNETT AVE \ PARKRIDGE DR,26113000,Park,Twin Peaks,8,8,37.75050354003906,-122.4457778930664,2024-08-16T20:00:00Z,2024,Aug,2024-Aug,2024-08-01
2024-06-30T00:15:00Z,2024-06-30T00:00:00Z,00:15:00,2024,Sunday,2024-07-06T16:07:00Z,141638106224,1416381,246090126,NA,IS,Coplogic Supplement,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,KEARNY ST \ SACRAMENTO ST,24733000,Central,Chinatown,3,3,37.79356384277344,-122.40460968017578,2024-06-30T00:15:00Z,2024,Jun,2024-Jun,2024-06-01
2024-07-14T19:30:00Z,2024-07-14T00:00:00Z,19:30:00,2024,Sunday,2024-07-15T08:31:00Z,141634806244,1416348,246103688,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,LOMBARD ST \ NEWELL ST,30035000,Central,North Beach,3,3,37.80275344848633,-122.4136199951172,2024-07-14T19:30:00Z,2024,Jul,2024-Jul,2024-07-01
2024-07-16T22:15:00Z,2024-07-16T00:00:00Z,22:15:00,2024,Tuesday,2024-07-17T00:56:00Z,141618906244,1416189,246103951,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,BEACH ST \ LEAVENWORTH ST,25597000,Central,Russian Hill,3,3,37.806861877441406,-122.41890716552734,2024-07-16T22:15:00Z,2024,Jul,2024-Jul,2024-07-01
2024-08-18T20:00:00Z,2024-08-18T00:00:00Z,20:00:00,2024,Sunday,2024-08-18T23:17:00Z,141615106244,1416151,240518386,242313082,II,Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,FRANKLIN ST \ PETER YORKE WAY \ POST ST,25216000,Northern,Western Addition,2,2,37.78640365600586,-122.42321014404295,2024-08-18T20:00:00Z,2024,Aug,2024-Aug,2024-08-01
2024-07-16T12:00:00Z,2024-07-16T00:00:00Z,12:00:00,2024,Tuesday,2024-07-17T01:01:00Z,141636806224,1416368,246104012,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,BROADWAY \ THE EMBARCADERO,24570000,Central,Financial District/South Beach,3,3,37.79923629760742,-122.39766693115234,2024-07-16T12:00:00Z,2024,Jul,2024-Jul,2024-07-01
2024-07-01T21:50:00Z,2024-07-01T00:00:00Z,21:50:00,2024,Monday,2024-07-08T11:51:00Z,141623306244,1416233,240410845,NA,IS,Coplogic Supplement,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,TAYLOR ST \ THE EMBARCADERO,30762000,Central,North Beach,3,3,37.80896759033203,-122.41584014892578,2024-07-01T21:50:00Z,2024,Jul,2024-Jul,2024-07-01
2024-08-15T20:00:00Z,2024-08-15T00:00:00Z,20:00:00,2024,Thursday,2024-08-16T09:59:00Z,141619206244,1416192,246103296,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,FRANKLIN ST \ LILY ST,24455000,Northern,Hayes Valley,5,5,37.77476119995117,-122.42086029052734,2024-08-15T20:00:00Z,2024,Aug,2024-Aug,2024-08-01
2024-07-15T18:30:00Z,2024-07-15T00:00:00Z,18:30:00,2024,Monday,2024-07-15T21:09:00Z,141618806244,1416188,246103882,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,JACKSON ST \ KEARNY ST,24778000,Central,Chinatown,3,3,37.79621124267578,-122.40514373779295,2024-07-15T18:30:00Z,2024,Jul,2024-Jul,2024-07-01
2024-07-14T12:30:00Z,2024-07-14T00:00:00Z,12:30:00,2024,Sunday,2024-07-14T13:04:00Z,141636406224,1416364,246103600,NA,II,Coplogic Initial,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,NORTH POINT ST \ TAYLOR ST,25592000,Central,North Beach,3,3,37.80634307861328,-122.4154281616211,2024-07-14T12:30:00Z,2024,Jul,2024-Jul,2024-07-01
2024-07-14T23:30:00Z,2024-07-14T00:00:00Z,23:30:00,2024,Sunday,2024-07-15T10:17:00Z,141637606244,1416376,246103713,NA,II,Coplogic Initial,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,BAY ST \ POWELL ST,25461000,Central,North Beach,3,3,37.80582427978516,-122.41194915771484,2024-07-14T23:30:00Z,2024,Jul,2024-Jul,2024-07-01
